workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
5,不是,green,cheese,0.76,food,27,color
5,是,fresh,bed,0.54,furniture,28,age
6,是,long,potato,0.83,food,3,size
6,不是,good,couch,0.4,furniture,4,quality
6,不是,light,table,0.62,furniture,5,size
6,是,fresh,apple,0.15,food,6,age
6,不是,red,tomato,0.76,food,7,color
6,是,plastic,box,0.15,furniture,8,material
6,不是,short,couch,0.77,furniture,9,size
6,不是,metal,cheese,0.2,food,10,material
6,是,round,chair,0.54,furniture,11,shape
6,不是,square,apple,0.18,food,12,shape
6,是,new,chair,0.55,furniture,13,age
6,是,wooden,table,0.16,furniture,14,material
6,不是,blue,apple,0.11,food,15,color
6,不是,purple,box,0.04,furniture,16,color
6,不是,green,cheese,0.92,food,17,color
6,是,bad,potato,0.83,food,18,quality
6,是,yellow,cheese,0.75,food,19,color
6,是,brown,cheese,0.38,food,20,color
6,是,hard,apple,0.25,food,21,texture
6,不是,old,watermelon,0.74,food,22,age
6,不是,big,chair,0.8,furniture,23,size
6,不是,heavy,couch,0.78,furniture,24,size
6,不是,small,watermelon,0.25,food,25,size
6,是,rotten,couch,0.23,furniture,26,age
6,是,soft,bed,0.8,furniture,27,texture
6,不是,dry,chair,0.79,furniture,28,texture
7,是,plastic,box,0.06,furniture,3,material
7,不是,round,apple,1,food,4,shape
7,不是,purple,table,0.06,furniture,5,color
7,不是,light,potato,0.92,food,6,size
7,不是,wooden,watermelon,0.84,food,7,material
7,是,yellow,tomato,0.08,food,8,color
7,是,big,bed,0.93,furniture,9,size
7,不是,square,watermelon,0.04,food,10,shape
7,不是,soft,watermelon,0.08,food,11,texture
7,是,brown,table,0.95,furniture,12,color
7,不是,red,box,0.87,furniture,13,color
7,不是,short,watermelon,0.03,food,14,size
7,是,fresh,cheese,0.95,food,15,age
7,不是,bad,table,0.94,furniture,16,quality
7,是,new,box,0.82,furniture,17,age
7,不是,heavy,box,0.92,furniture,18,size
7,不是,metal,chair,0.9,furniture,19,material
7,不是,long,couch,0.89,furniture,20,size
7,不是,dry,tomato,0.04,food,21,texture
7,是,old,apple,0.88,food,22,age
7,不是,small,apple,0.82,food,23,size
7,不是,green,cheese,0.88,food,24,color
7,是,good,apple,0.87,food,25,quality
7,是,blue,table,0.12,furniture,26,color
7,是,hard,table,0.01,furniture,27,texture
7,是,rotten,couch,0.88,furniture,28,age
8,是,red,box,0.08,furniture,3,color
8,是,good,tomato,0.95,food,4,quality
8,是,soft,apple,0.02,food,5,texture
8,不是,old,box,0.03,furniture,6,age
8,是,long,bed,1,furniture,7,size
8,不是,blue,cheese,0.03,food,8,color
8,是,bad,tomato,0.99,food,9,quality
8,是,short,chair,0.98,furniture,10,size
8,不是,plastic,bed,0,furniture,11,material
8,是,heavy,bed,1,furniture,12,size
8,是,dry,bed,0,furniture,13,texture
8,不是,square,table,0,furniture,14,shape
8,是,purple,bed,0,furniture,15,color
8,是,green,potato,0.06,food,16,color
8,不是,hard,potato,0.02,food,17,texture
8,是,wooden,chair,0.98,furniture,18,material
8,是,rotten,box,0.03,furniture,19,age
8,不是,big,chair,0.97,furniture,20,size
8,不是,yellow,box,0.05,furniture,21,color
8,不是,metal,tomato,0.02,food,22,material
8,是,small,potato,0.97,food,23,size
8,不是,fresh,chair,0.96,furniture,24,age
8,不是,round,chair,0.04,furniture,25,shape
8,不是,brown,table,0.94,furniture,26,color
8,不是,light,couch,0.96,furniture,27,size
8,是,new,potato,0.95,food,28,age
