workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
4,不是,fresh,table,0.82,furniture,25,age
4,不是,old,chair,0.72,furniture,26,age
4,不是,short,watermelon,0.77,food,27,size
4,不是,long,tomato,0.78,food,28,size
5,是,green,watermelon,0.05,food,3,color
5,是,red,chair,0.04,furniture,4,color
5,不是,brown,apple,0.51,food,5,color
5,是,round,bed,0.05,furniture,6,shape
5,不是,square,chair,0.94,furniture,7,shape
5,不是,plastic,potato,0.98,food,8,material
5,不是,purple,tomato,0.05,food,9,color
5,是,blue,chair,0.09,furniture,10,color
5,不是,dry,potato,0.49,food,11,texture
5,是,short,cheese,0.97,food,12,size
5,是,hard,potato,0.97,food,13,texture
5,不是,rotten,tomato,0.03,food,14,age
5,不是,fresh,watermelon,0.94,food,15,age
5,不是,new,table,0.04,furniture,16,age
5,不是,light,potato,0.97,food,17,size
5,是,long,chair,0.96,furniture,18,size
5,是,soft,apple,0.94,food,19,texture
5,不是,big,apple,0.97,food,20,size
5,是,heavy,couch,0.96,furniture,21,size
5,是,small,box,0.98,furniture,22,size
5,不是,yellow,tomato,0.5,food,23,color
5,不是,bad,potato,0.01,food,24,quality
5,不是,metal,apple,0.05,food,25,material
5,是,wooden,potato,0.9,food,26,material
5,是,old,couch,0.94,furniture,27,age
5,不是,good,tomato,0.03,food,28,quality
6,不是,big,bed,0.88,furniture,3,size
6,不是,plastic,tomato,0.13,food,4,material
6,是,rotten,tomato,0.62,food,5,age
6,是,round,watermelon,0.28,food,6,shape
6,不是,fresh,chair,0.08,furniture,7,age
6,不是,blue,tomato,0,food,8,color
6,是,yellow,apple,0,food,9,color
6,是,long,tomato,0.39,food,10,size
6,不是,heavy,chair,1,furniture,11,size
6,不是,light,couch,1,furniture,12,size
6,是,soft,potato,0.62,food,13,texture
6,不是,new,cheese,0.36,food,14,age
6,不是,square,bed,0,furniture,15,shape
6,是,bad,cheese,0.44,food,16,quality
6,是,wooden,tomato,0,food,17,material
6,是,small,potato,0.84,food,18,size
6,不是,old,watermelon,0.46,food,19,age
6,是,red,apple,0.03,food,20,color
6,是,dry,watermelon,0.59,food,21,texture
6,是,brown,table,0.01,furniture,22,color
6,不是,hard,cheese,0.12,food,23,texture
6,不是,metal,cheese,0,food,24,material
6,不是,purple,cheese,0,food,25,color
6,不是,good,watermelon,0.78,food,26,quality
6,是,green,couch,0,furniture,27,color
6,是,short,couch,0.67,furniture,28,size
