workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
4,是,big,chair,0.85,furniture,8,size
4,不是,plastic,table,0.87,furniture,9,material
4,不是,dry,chair,0,furniture,10,texture
4,是,long,table,0.79,furniture,11,size
4,不是,old,potato,0.8,food,12,age
4,不是,yellow,apple,0.99,food,13,color
4,是,good,box,0.92,furniture,14,quality
4,是,fresh,watermelon,0.96,food,15,age
4,不是,wooden,apple,0.96,food,16,material
4,是,rotten,box,0.02,furniture,17,age
4,是,hard,cheese,0.96,food,18,texture
4,不是,purple,couch,0.99,furniture,19,color
4,是,small,cheese,0.95,food,20,size
4,不是,round,potato,0.94,food,21,shape
4,是,green,tomato,0.05,food,22,color
4,不是,short,tomato,0,food,23,size
4,不是,new,chair,0.95,furniture,24,age
4,不是,brown,bed,0.98,furniture,25,color
4,是,light,watermelon,0.94,food,26,size
4,是,square,bed,0.98,furniture,27,shape
4,不是,heavy,cheese,0.49,food,28,size
5,是,new,bed,0.5,furniture,3,age
5,不是,purple,watermelon,1,food,4,color
5,是,good,box,0.3,furniture,5,quality
5,不是,blue,cheese,1,food,6,color
5,是,plastic,box,0.5,furniture,7,material
5,是,heavy,tomato,0.24,food,8,size
5,不是,old,cheese,0.89,food,9,age
5,不是,red,box,0.56,furniture,10,color
5,是,metal,cheese,0.22,food,11,material
5,是,big,watermelon,0,food,12,size
5,是,brown,bed,1,furniture,13,color
5,不是,fresh,box,0.75,furniture,14,age
5,是,short,bed,0.51,furniture,15,size
5,是,wooden,table,0.48,furniture,16,material
5,不是,dry,cheese,0.75,food,17,texture
5,是,long,apple,1,food,18,size
5,是,bad,cheese,0,food,19,quality
5,不是,yellow,table,0.22,furniture,20,color
5,不是,rotten,table,0.84,furniture,21,age
5,是,hard,apple,0.53,food,22,texture
5,是,small,cheese,0.52,food,23,size
5,不是,soft,cheese,0.49,food,24,texture
5,是,green,cheese,0.23,food,25,color
5,是,square,cheese,0,food,26,shape
5,是,light,couch,0.73,furniture,27,size
5,不是,round,couch,0.52,furniture,28,shape
6,不是,fresh,bed,0.53,furniture,3,age
6,是,heavy,apple,0.51,food,4,size
6,不是,purple,couch,0.5,furniture,5,color
6,是,soft,chair,0.48,furniture,6,texture
6,是,light,apple,0.48,food,7,size
6,不是,new,couch,0.57,furniture,8,age
6,不是,bad,box,0.52,furniture,9,quality
6,不是,red,box,0.48,furniture,10,color
6,是,brown,watermelon,0.4,food,11,color
6,不是,good,cheese,0.73,food,12,quality
6,是,yellow,box,0.33,furniture,13,color
6,是,small,potato,0.68,food,14,size
6,不是,big,cheese,0.38,food,15,size
6,是,short,couch,0.68,furniture,16,size
6,是,round,box,0.45,furniture,17,shape
6,是,old,tomato,0.52,food,18,age
6,不是,long,chair,0.5,furniture,19,size
6,不是,blue,bed,0.45,furniture,20,color
6,是,dry,potato,0.46,food,21,texture
6,不是,green,table,0.4,furniture,22,color
6,是,wooden,watermelon,0.47,food,23,material
6,是,plastic,bed,0.45,furniture,24,material
6,是,metal,tomato,0.46,food,25,material
6,不是,hard,box,0.46,furniture,26,texture
6,是,square,tomato,0.48,food,27,shape
6,是,rotten,box,0.49,furniture,28,age
7,是,bad,cheese,0.75,food,3,quality
7,是,old,box,0.76,furniture,4,age
7,不是,green,cheese,0.61,food,5,color
7,是,wooden,potato,0.84,food,6,material
7,不是,plastic,watermelon,0.67,food,7,material
7,是,good,box,0.33,furniture,8,quality
7,不是,new,bed,0.59,furniture,9,age
7,是,small,bed,0.74,furniture,10,size
7,是,hard,cheese,0.52,food,11,texture
7,不是,big,watermelon,0.75,food,12,size
7,不是,purple,box,0.55,furniture,13,color
7,是,light,tomato,0.7,food,14,size
7,是,heavy,watermelon,0.25,food,15,size
7,不是,square,chair,0.35,furniture,16,shape
7,是,metal,box,0.83,furniture,17,material
7,不是,red,potato,0.73,food,18,color
7,不是,fresh,box,0.52,furniture,19,age
7,不是,brown,box,0.33,furniture,20,color
7,是,soft,cheese,0.5,food,21,texture
7,是,short,box,0.75,furniture,22,size
7,是,blue,couch,0.48,furniture,23,color
7,不是,long,potato,0.35,food,24,size
7,不是,yellow,table,0.38,furniture,25,color
7,是,dry,couch,0.52,furniture,26,texture
7,不是,rotten,chair,0.54,furniture,27,age
7,不是,round,potato,0.84,food,28,shape
8,不是,hard,watermelon,0.1,food,3,texture
8,不是,big,apple,0.79,food,4,size
8,不是,bad,tomato,0.16,food,5,quality
8,不是,small,cheese,0.95,food,6,size
8,是,wooden,apple,1,food,7,material
8,不是,long,chair,1,furniture,8,size
8,不是,plastic,apple,1,food,9,material
8,是,soft,cheese,0.91,food,10,texture
8,是,purple,tomato,0.1,food,11,color
8,是,metal,box,1,furniture,12,material
8,是,square,apple,0.86,food,13,shape
8,不是,heavy,table,0.09,furniture,14,size
8,是,brown,box,0.82,furniture,15,color
8,是,rotten,table,0.96,furniture,16,age
8,不是,dry,tomato,0.86,food,17,texture
8,不是,new,apple,0.97,food,18,age
8,不是,short,potato,0.93,food,19,size
8,是,yellow,watermelon,1,food,20,color
8,是,fresh,cheese,0.94,food,21,age
8,不是,good,bed,0.87,furniture,22,quality
8,不是,red,apple,0.84,food,23,color
8,是,old,watermelon,0.8,food,24,age
8,不是,green,apple,0.8,food,25,color
8,不是,round,couch,0.3,furniture,26,shape
8,是,light,couch,0.85,furniture,27,size
8,不是,blue,couch,0.86,furniture,28,color
