workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
7,不是,light,cheese,0.75,food,7,size
7,是,small,couch,0.3,furniture,8,size
7,是,soft,table,0.38,furniture,9,texture
7,是,blue,cheese,0.81,food,10,color
7,是,plastic,couch,0.42,furniture,11,material
7,不是,long,table,0.15,furniture,12,size
7,是,metal,chair,0.84,furniture,13,material
7,是,big,table,0.95,furniture,14,size
7,是,purple,bed,0.04,furniture,15,color
7,是,yellow,box,0.95,furniture,16,color
7,不是,heavy,couch,0.51,furniture,17,size
7,是,new,bed,0.81,furniture,18,age
7,是,square,apple,0.23,food,19,shape
7,不是,green,box,0.46,furniture,20,color
7,是,short,box,0.05,furniture,21,size
7,是,old,watermelon,0.98,food,22,age
7,是,bad,box,0.68,furniture,23,quality
7,不是,brown,couch,0.37,furniture,24,color
7,不是,good,watermelon,0.69,food,25,quality
7,是,wooden,couch,0.32,furniture,26,material
7,不是,fresh,watermelon,0.11,food,27,age
7,是,red,cheese,0.51,food,28,color
8,是,green,apple,1,food,3,color
8,是,small,watermelon,1,food,4,size
8,不是,wooden,apple,1,food,5,material
8,是,plastic,bed,1,furniture,6,material
8,不是,heavy,couch,0.25,furniture,7,size
8,是,blue,tomato,0.21,food,8,color
8,是,metal,potato,0.11,food,9,material
8,是,long,chair,0.16,furniture,10,size
8,是,bad,bed,0.17,furniture,11,quality
8,是,round,tomato,0.81,food,12,shape
8,是,big,watermelon,0.18,food,13,size
8,是,fresh,tomato,0.24,food,14,age
8,是,short,bed,0.22,furniture,15,size
8,不是,old,potato,0.18,food,16,age
8,是,good,bed,0.18,furniture,17,quality
8,是,rotten,watermelon,0.88,food,18,age
8,不是,new,table,0.78,furniture,19,age
8,是,square,potato,0.82,food,20,shape
8,是,yellow,box,0.16,furniture,21,color
8,是,hard,tomato,0.16,food,22,texture
8,不是,soft,watermelon,0.13,food,23,texture
8,是,light,bed,0.25,furniture,24,size
8,不是,dry,potato,0.49,food,25,texture
8,是,brown,watermelon,0.13,food,26,color
8,是,purple,tomato,0.89,food,27,color
8,不是,red,watermelon,0.15,food,28,color
