workerid,nounclass,predicate2English,predicate1English,slide_number,sense,nounEnglish,class2,response,condition,class1
8,furniture,hard,short,19,no,couch,texture,0.06,neither,size
8,furniture,long,green,20,NA,chair,size,0.18,both,color
8,furniture,wooden,hard,21,no,table,material,0.37,neither,texture
8,food,long,wet,22,no,tomato,size,0.22,second,texture
8,furniture,short,round,23,NA,couch,size,0.62,second,shape
8,food,wet,beautiful,24,no,banana,texture,0.63,neither,age
8,food,bad,dry,25,NA,tomato,quality,0.49,second,texture
8,furniture,beautiful,wooden,26,NA,chair,age,0.94,first,material
8,furniture,round,old,27,no,fan,shape,0.85,first,age
8,furniture,yellow,old,28,no,TV,color,0.83,second,age
